Year,Contract Duration.MV,Age,G,G.Ln,G.Sqr,PA,PA.Ln,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,TB.Sqr,GDP,HBP,SH,SH.Sqr,SF,IBB,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,WAA.Sqr,Rrep,RAR,WAR,WAR.Stdz,WAR.Sqr,WAR.Exp,oWAR,dWAR,oRAR,Traded,FA,Ama,Outs,Outs.Sqr,Outs.Ln,RC,RC/G,AIR,BAbip,lgBA,lgOBP,lgSLG,lgOPS,OWn%,BtRuns,BtWins,TotA,SecA,ISO,PwrSpd,HR%,SO%,BB%,XBH%,IP%,LD%,Plays,Plays.Sqr,Plays.Ln,WPA,aLI,WPA/LI,Clutch,RE24,REW,boLI,PHlev,Yrs,cumulG,cumulPA,cumulPA.Ln,cumulAB,cumulAB.Ln,cumulR,cumulR.Ln,cumulH,cumulH.Ln,cumul2B,cumul2B.Ln,cumul3B,cumulHR,cumulRBI,cumulRBI.Ln,cumulSB,cumulCS,cumulBB,cumulSO,cumulBA,cumulOBP,cumulSLG,cumulSLG.Ln,cumulOPS,cumulOPS+,cumulOPS.Ln,cumulTB,cumulTB.Ln,cumulGDP,cumulHBP,cumulSH,cumulSH.Sqr,cumulSF,cumulIBB,First Year,League,Next WAR,Status.Eq.Agreed,Status.Eq.FA,Status.Eq.Signed,Status.Eq.Signed (A),Status.Eq.Signed (B),New Contract,Inferred Contract,Multiyear Contract,New Multiyear,Born,2B_po,BB_po,HR_po,IBB_po,3B_po,HBP_po,Championships,Wins,TB_po,AB_po,G_po,H_po,Losses,R_po,RBI_po,CS_po,GDP_po,PA_po,SH_po,SO_po,SB_po,SF_po,BA_po,OBP_po,SLG_po,OPS_po,Finish.Num,DS,LCS,WS,Champion,Payroll,Payroll.Ln,Switch.Eq.True,SalaryADJ.Ln
2012,1,26,143,4.96284463,20449,530,6.272877007,454,72,136,18,11,13,53,12,5,68,128,0.299559471,0.389312977,0.473568282,0.862881259,118.7718345,215,46225,5,0,6,36,2,1,14,4,1,-10,3,11,1.2,1.44,17,28,2.8,0.663209224,7.84,16.44464677,3.8,-0.8,38,0,0,1,336,112896,5.81711116,89,7.1,115,0.39047619,0.28,0.348,0.443,0.791,0.696,13.2,1.3,0.884146341,0.339207048,0.174008811,12.48,0.024528302,0.241509434,0.128301887,0.079245283,0.594339623,0.24,562,315844,6.33150185,1.7,0.93,2.1,-0.3,22.7,2.1,0.92,0.89,5,548,2143,7.669961995,1833,7.513709248,305,5.720311777,497,6.208590026,102,4.624972813,50,28,168,5.123963979,64,32,260,483,0.271,0.364,0.427,-0.850971266,0.791,101,4.615120517,783,6.663132696,20,10,34,1156,6,5,2008,0,1.7,0,0,0,0,0,1,0,0,1,1986,0,1,0,0,0,0,0,0,3,14,4,3,1,1,2,0,1,18,1,3,0,2,0.214285714,0.235294118,0.214285714,0.449579832,5,0,0,0,0,79240614.57,18.18799954,0,14.69984097
2013,3,35,116,4.753590191,13456,335,5.814130532,294,34,75,15,0,2,21,3,3,33,67,0.255102041,0.328267477,0.326530612,0.654798089,86.10455633,96,9216,4,0,6,36,2,0,-6,-1,0,10,4,7,0.7,0.49,11,18,1.8,0.140815893,3.24,6.049647464,0.7,1.5,8,1,0,0,234,54756,5.455321115,33,3.8,93,0.321585903,0.253,0.318,0.394,0.711,0.442,-4.1,-0.4,0.57079646,0.183673469,0.071428571,2.4,0.005970149,0.2,0.098507463,0.050746269,0.67761194,0.28,346,119716,5.846438775,-0.3,1.03,-0.3,0.1,-2.7,-0.3,0.95,0.7,13,1090,3510,8.163371316,3055,8.024534872,400,5.991464547,757,6.629363253,134,4.8978398,25,17,249,5.517452896,101,35,361,595,0.248,0.325,0.325,-1.123930097,0.65,76,4.33073334,992,6.899723107,58,3,62,3844,29,9,2001,0,0.5,0,0,0,0,0,1,0,1,0,1978,1,10,0,2,0,0,1,3,13,56,21,12,2,0,4,0,0,69,2,19,0,1,0.214285714,0.328358209,0.232142857,0.560501066,1,1,1,0,0,60664500,17.92086924,1,14.24031601
2013,1,29,145,4.976733742,21025,609,6.411818268,539,81,147,33,10,8,52,24,8,52,127,0.272727273,0.343853821,0.415584416,0.759438236,109.7330062,224,50176,8,8,7,49,3,1,5,1,0,6,3,15,1.9,3.61,22,37,4,1.290081221,16,54.59815003,3.2,1.1,31,0,0,1,418,174724,6.035481433,81,5.2,97,0.341523342,0.256,0.321,0.405,0.726,0.562,7.6,0.8,0.735294118,0.269016698,0.142857143,12,0.013136289,0.208538588,0.085385878,0.083743842,0.668308703,0.22,659,434281,6.490723535,2.7,0.99,1.5,1.3,18.6,1.8,0.93,1.06,6,620,2228,7.708859601,1932,7.566311015,338,5.823045895,517,6.248042875,85,4.442651256,33,23,177,5.176149733,161,38,230,398,0.268,0.352,0.381,-0.964955904,0.733,97,4.574710979,737,6.602587892,22,26,30,900,10,3,2008,1,4,0,0,0,0,0,1,0,0,0,1984,1,4,0,0,0,0,1,5,15,65,33,14,3,8,7,2,0,72,2,17,5,1,0.215384615,0.257142857,0.230769231,0.487912088,3,0,0,0,0,228835490,19.24851392,0,14.8821699
2001,1,38,93,4.532599493,8649,389,5.963579344,342,50,95,19,2,9,32,6,2,34,86,0.277777778,0.355844156,0.423976608,0.779820764,102.5413585,145,21025,8,8,4,16,1,0,1,1,0,3,-1,5,0.5,0.25,14,19,1.9,0.193055226,3.61,6.685894442,1.5,0.3,16,1,0,0,262,68644,5.568344504,54,5.467741935,109.6774194,0.346774194,0.271354839,0.338516129,0.435193548,0.774387097,0.52483871,1.4,0.1,0.743190661,0.257309942,0.14619883,7.2,0.023136247,0.221079692,0.087403599,0.077120823,0.637532134,0.311345029,401,160801,5.993961427,-0.7,0.930322581,-0.1,-0.8,-4.4,-0.4,0.934314214,1.730994152,15,1217,4658,8.44634145,4111,8.321421587,611,6.415096959,1141,7.03966035,206,5.327876169,23,98,437,6.079933195,75,37,448,821,0.278,0.353,0.41,-0.891598119,0.764,102,4.624972813,1687,7.430707083,114,44,37,1369,18,5,1987,1,-0.2,0,0,0,0,0,1,1,0,0,1963,1,8,0,0,0,1,0,0,9,37,10,8,2,5,4,1,0,46,0,7,1,0,0.216216216,0.369565217,0.243243243,0.612808461,4,0,0,0,0,44494947,17.61088619,1,15.2556923
2011,1,40,93,4.532599493,8649,324,5.780743516,277,32,71,16,0,15,50,0,0,46,92,0.25631769,0.361111111,0.476534296,0.837645407,130.4262997,132,17424,6,0,0,0,1,4,11,-1,-1,0,-8,2,0.4,0.16,12,16,1.5,-0.015902106,2.25,4.48168907,1.6,-0.8,15,0,0,0,213,45369,5.361292166,49,6.178494624,97.05376344,0.32748538,0.255580645,0.320344086,0.404870968,0.725215054,0.626419355,12.8,1.2,0.839622642,0.386281588,0.220216606,0,0.046296296,0.283950617,0.141975309,0.095679012,0.527777778,0.160758123,327,106929,5.789960171,1.3,1.105268817,1.4,-0.2,16.6,1.7,0.942385321,1.635776173,21,2485,10127,9.222960403,8259,9.019058794,1566,7.356279877,2287,7.734996194,444,6.095824562,26,604,1674,7.422971251,19,20,1725,2487,0.277,0.403,0.556,-0.586986985,0.959,147,4.990432587,4595,8.432724035,159,68,1,1,74,170,1991,1,0.5,0,0,1,0,0,1,0,0,0,1971,2,29,17,1,1,4,0,6,102,217,67,47,9,35,37,0,3,251,1,68,0,0,0.216589862,0.32,0.470046083,0.790046083,5,0,0,0,0,88374983.37,18.29709949,1,14.9668042
1998,2,35,100,4.605170186,10000,381,5.942799375,333,39,83,11,1,11,45,1,2,41,59,0.249249249,0.326315789,0.387387387,0.713703177,91.6302897,129,16641,16,0,0,0,6,4,-6,-1,-2,-12,0,-20,-2.2,4.84,11,-8,-1,-1.321885434,1,0.367879441,0.3,-1.2,4,1,0,0,274,75076,5.613128106,40,3.936,102.72,0.267657993,0.26272,0.33244,0.41444,0.74688,0.3988,-3.1,-0.4,0.630597015,0.258258258,0.138138138,1.833333333,0.028871391,0.154855643,0.107611549,0.060367454,0.706036745,0.194954955,386,148996,5.955837369,-0.8,1.1552,-0.4,-0.3,-7.9,-0.8,1.002875648,2.278438438,13,1846,7640,8.941152882,6681,8.807022956,1032,6.939253946,1893,7.545918151,383,5.948034989,58,273,1106,7.008505182,44,55,833,1084,0.283,0.36,0.481,-0.731888009,0.841,128,4.852030264,3211,8.074337694,158,25,5,25,94,122,1986,0,-1.4,0,0,0,0,0,1,1,1,0,1963,5,20,5,3,0,0,1,4,51,143,38,31,3,16,19,2,6,163,0,25,0,0,0.216783217,0.312883436,0.356643357,0.669526792,5,0,0,0,0,83826090.29,18.24425486,1,15.9681488
2001,1,34,100,4.605170186,10000,306,5.723585102,279,42,56,18,0,4,19,13,5,18,55,0.200716846,0.261589404,0.308243728,0.569833132,51.07648309,86,7396,9,5,4,16,0,0,-15,-1,-1,3,0,-15,-1.4,1.96,11,-3,-0.3,-0.956210102,0.09,0.740818221,-0.5,0.3,-5,0,1,0,241,58081,5.484796933,22,2.334,105.52,0.236363636,0.2659,0.33228,0.42604,0.75794,0.19298,-19.6,-1.9,0.493670886,0.200716846,0.107526882,6.117647059,0.013071895,0.179738562,0.058823529,0.071895425,0.718954248,0.181577061,328,107584,5.793013608,-1.6,0.881,-1.5,-0.2,-19.2,-1.8,0.938231707,0.81,10,1012,3099,8.038834758,2852,7.955775782,437,6.079933195,739,6.605297921,172,5.147494477,16,80,348,5.85220248,97,56,167,488,0.259,0.305,0.415,-0.879476759,0.72,84,4.430816799,1183,7.075808864,57,31,27,729,22,7,1992,1,-0.5,0,0,0,0,0,1,1,0,0,1967,3,5,0,1,1,1,0,3,23,83,26,18,3,10,5,1,3,90,1,19,5,0,0.21686747,0.269662921,0.277108434,0.546771355,5,0,0,0,0,144486131.2,18.78869408,1,15.20690214
2002,1,35,139,4.934473933,19321,611,6.415096959,532,98,139,30,9,11,51,29,11,72,73,0.261278195,0.349834983,0.413533835,0.763368818,102.88757,220,48400,1,1,5,25,1,0,5,1,3,4,3,17,1.7,2.89,21,38,3.7,1.133363222,13.69,40.44730436,3.3,0.9,33,0,1,0,411,168921,6.018593214,84,5.5,105.0071942,0.285077951,0.263345324,0.333,0.422697842,0.755697842,0.550633094,2.9,0.2,0.767901235,0.321428571,0.152255639,15.95,0.018003273,0.119476268,0.117839607,0.081833061,0.734860884,0.199849624,665,442225,6.499787041,1.4,0.929784173,0.2,1.3,12.6,1.2,0.93,1.973909774,12,1505,6825,8.82834762,5971,8.694669697,1148,7.045776577,1781,7.484930283,286,5.655991811,78,103,602,6.400257445,508,133,735,804,0.298,0.375,0.424,-0.858021824,0.799,109,4.691347882,2532,7.836764783,76,23,47,2209,48,35,1991,1,3.4,0,0,0,0,0,1,1,0,0,1967,5,22,4,2,3,1,0,4,66,198,48,43,6,33,16,4,3,224,1,41,22,2,0.217171717,0.295964126,0.333333333,0.629297459,2,1,1,1,0,98019628.74,18.40067831,1,14.11672194
1998,3,34,85,4.442651256,7225,332,5.805134969,304,51,85,8,4,2,21,10,6,26,22,0.279605263,0.335347432,0.351973684,0.687321116,79.33906378,107,11449,5,0,1,1,1,1,-9,-1,0,-1,2,-9,-1,1,10,1,0,-0.799492103,0,1,0.1,0,2,1,0,0,232,53824,5.446737372,36,4.2,110,0.295373665,0.272,0.344,0.43,0.773,0.43,-9.9,-1,0.595652174,0.171052632,0.072368421,3.333333333,0.006024096,0.06626506,0.078313253,0.042168675,0.846385542,0.19,351,123201,5.860786223,-0.5,1.03,-0.5,0.1,-5.7,-0.5,0.92,0.85,12,1334,5393,8.592857095,5014,8.519989279,715,6.572282543,1469,7.292337176,163,5.093750201,111,33,463,6.137727054,312,102,315,357,0.293,0.334,0.39,-0.94160854,0.724,96,4.564348191,1953,7.577121931,96,7,31,961,26,29,1987,0,0.5,0,0,0,0,0,1,1,1,0,1964,1,2,1,0,1,0,0,1,11,23,8,5,2,3,6,0,1,25,0,1,3,0,0.217391304,0.28,0.47826087,0.75826087,2,1,0,0,0,71187064,18.08082167,0,15.78243165
2005,1,34,112,4.718498871,12544,274,5.613128106,246,26,59,15,1,8,32,0,0,20,63,0.239837398,0.294776119,0.406504065,0.701280184,81.23468773,100,10000,6,0,6,36,2,1,-6,0,0,-2,-3,-11,-1.2,1.44,9,-3,-0.4,-1.008449435,0.16,0.670320046,-0.2,-0.6,-1,0,1,0,201,40401,5.303304908,29,3.8,109,0.288135593,0.27,0.34,0.43,0.77,0.398,-7.4,-0.7,0.621761658,0.24796748,0.166666667,0,0.02919708,0.229927007,0.072992701,0.087591241,0.645985401,0.21,277,76729,5.624017506,-0.9,1.05,-0.3,-0.5,-10.6,-1,1.02,1.3,12,1187,3489,8.157370441,3165,8.059908335,362,5.891644212,851,6.746412129,174,5.159055299,5,90,416,6.03068526,7,12,256,650,0.269,0.325,0.412,-0.88673193,0.738,93,4.532599493,1305,7.17395832,82,21,21,441,26,43,1994,0,-0.6,0,0,0,0,0,1,1,0,0,1971,0,1,0,1,1,1,0,3,12,46,19,10,3,2,2,0,0,49,1,14,0,0,0.217391304,0.25,0.260869565,0.510869565,1,1,1,0,0,104042643.1,18.4603114,1,13.69134466
2006,1,28,141,4.94875989,19881,626,6.439350371,550,87,144,32,2,11,60,10,5,62,105,0.261818182,0.341384863,0.387272727,0.72865759,87.1473787,213,45369,12,6,5,25,3,0,-7,2,-1,-9,3,-12,-1.2,1.44,19,8,0.6,-0.486056104,0.36,1.8221188,1.5,-0.6,17,0,0,1,431,185761,6.06610809,75,4.7,113,0.304347826,0.272,0.343,0.442,0.785,0.459,-9.7,-0.9,0.676122931,0.247272727,0.125454545,10.47619048,0.017571885,0.167731629,0.099041534,0.071884984,0.698083067,0.19,649,421201,6.475432717,2.3,1,0.2,2.1,8.2,0.8,0.92,1.35,6,676,2864,7.959974528,2514,7.829630389,416,6.03068526,717,6.575075841,168,5.123963979,13,72,294,5.683579767,60,22,274,441,0.285,0.361,0.448,-0.802962047,0.809,108,4.682131227,1127,7.027314514,51,33,24,576,19,6,2001,0,0,0,0,0,0,0,1,1,0,0,1978,3,7,2,0,0,1,0,1,29,92,25,20,5,15,6,0,1,101,0,20,1,1,0.217391304,0.277227723,0.315217391,0.592445114,3,0,0,0,0,80730042.86,18.20662134,1,15.32615822
2010,1,34,97,4.574710979,9409,352,5.863631176,313,30,93,18,1,7,48,0,0,29,49,0.297124601,0.363896848,0.428115016,0.792011864,111.5381883,134,17956,8,5,3,9,2,1,6,-3,0,-8,5,1,0,0,11,12,1.1,-0.224859439,1.21,3.004166024,1.9,-0.3,20,0,1,0,233,54289,5.451038454,49,5.6,104,0.332046332,0.264,0.335,0.416,0.751,0.592,5.7,0.6,0.736842105,0.223642173,0.130990415,0,0.019886364,0.139204545,0.082386364,0.073863636,0.735795455,0.2,354,125316,5.869296913,0.9,1.03,0.8,0.1,13.6,1.3,0.98,2.77,12,1366,5122,8.541300267,4575,8.428361978,532,6.276643489,1211,7.099201744,237,5.468060141,8,149,687,6.532334292,8,4,395,654,0.265,0.329,0.418,-0.872273846,0.747,97,4.574710979,1911,7.555381944,130,67,38,1444,47,16,1999,0,1.2,0,0,0,0,0,1,1,0,0,1976,2,5,1,0,0,3,0,0,20,69,22,15,5,6,6,0,2,79,2,13,0,0,0.217391304,0.298701299,0.289855072,0.588556371,1,1,0,0,0,77308828.99,18.16331872,0,15.25217288
2012,1,26,143,4.96284463,20449,616,6.423246964,555,70,150,35,1,16,68,9,4,52,99,0.27027027,0.338211382,0.423423423,0.761634806,113.6466308,235,55225,18,6,1,1,2,3,9,1,-2,-5,6,10,1,1,23,33,3.3,0.92440589,10.89,27.11263892,3.9,0.1,38,1,0,0,430,184900,6.063785209,77,4.8,94,0.303167421,0.249,0.313,0.401,0.713,0.52,11.9,1.2,0.697892272,0.255855856,0.153153153,11.52,0.025974026,0.160714286,0.084415584,0.084415584,0.717532468,0.22,640,409600,6.461468176,1.9,1,0.9,1,12.1,1.2,0.95,0.69,6,681,2893,7.970049305,2574,7.853216388,355,5.872117789,717,6.575075841,154,5.036952602,11,59,326,5.786897381,53,21,228,473,0.279,0.342,0.416,-0.877070019,0.757,108,4.682131227,1070,6.975413927,66,29,42,1764,20,11,2007,1,1.2,0,0,0,0,0,1,0,0,1,1986,0,2,1,0,0,0,0,1,13,46,11,10,1,5,6,0,2,52,3,12,0,1,0.217391304,0.244897959,0.282608696,0.527506655,4,0,0,0,0,79606754.5,18.1926095,0,15.36055288
2000,1,37,114,4.736198448,12996,278,5.627621114,239,23,61,13,3,5,28,0,0,37,51,0.255230126,0.356115108,0.39748954,0.753604648,90.3811301,95,9025,3,1,0,0,1,2,-3,0,0,-16,-2,-20,-2,4,9,-12,-1.2,-1.4263641,1.44,0.301194212,0.3,-1.7,4,0,1,0,182,33124,5.204006687,36,5.3,116,0.304347826,0.273,0.351,0.447,0.797,0.497,-3,-0.3,0.73480663,0.29707113,0.142259414,0,0.017985612,0.183453237,0.133093525,0.075539568,0.661870504,0.28,280,78400,5.634789603,0.8,1.07,0.3,0.5,2.2,0.2,0.97,1.38,15,2020,8059,8.994544758,7039,8.859221394,1067,6.972606251,1973,7.587310506,401,5.993961427,61,282,1152,7.049254841,44,56,889,1151,0.28,0.359,0.475,-0.744440475,0.834,125,4.828313737,3342,8.114324709,165,27,5,25,97,125,1986,0,-1,0,0,0,0,0,1,1,0,0,1963,5,21,5,3,0,0,1,5,52,147,43,32,4,17,19,2,6,168,0,27,0,0,0.217687075,0.31547619,0.353741497,0.669217687,1,1,0,0,0,83147076.64,18.23612161,1,12.53102013
2003,0,33,114,4.736198448,12996,400,5.991464547,352,34,82,19,1,9,36,1,0,39,91,0.232954545,0.31043257,0.369318182,0.679750752,76.06263994,130,16900,15,1,7,49,1,6,-13,-1,-1,0,7,-8,-0.9,0.81,12,4,0.3,-0.642774104,0.09,1.349858808,0.3,0.6,4,1,0,0,293,85849,5.680172609,38,3.5,110,0.288537549,0.27,0.342,0.433,0.775,0.345,-12.9,-1.2,0.6,0.25,0.136363636,1.8,0.0225,0.2275,0.0975,0.0725,0.6325,0.18,404,163216,6.001414878,-2,0.95,-1.1,-1,-13,-1.2,0.94,1.47,7,606,2103,7.651120176,1883,7.540621529,219,5.38907173,494,6.202535517,118,4.770684624,3,59,243,5.493061443,4,3,180,466,0.262,0.329,0.422,-0.862749965,0.751,89,4.48863637,795,6.678342115,54,13,16,256,11,29,1997,0,1.4,0,0,0,0,0,1,0,0,0,1970,3,6,0,2,0,2,1,3,15,55,17,12,1,4,2,0,3,64,1,19,0,0,0.218181818,0.317460317,0.272727273,0.59018759,1,1,1,0,0,63630215.84,17.96859901,1,15.06327801
2010,2,33,120,4.787491743,14400,437,6.079933195,373,50,94,21,0,20,64,0,2,57,105,0.252010724,0.347826087,0.469168901,0.816994988,122.22898,175,30625,7,1,0,0,6,4,12,0,-1,0,-5,5,0.5,0.25,15,20,1.8,0.140815893,3.24,6.049647464,1.8,-0.6,20,0,1,0,294,86436,5.683579767,63,5.9,99.2,0.291338583,0.2572,0.3266,0.4054,0.732,0.5902,13.2,1.2,0.802083333,0.36461126,0.217158177,0,0.04576659,0.2402746,0.130434783,0.09382151,0.581235698,0.166756032,442,195364,6.091309882,2,0.958,1.6,0.6,13.5,1.3,0.913167421,1.014986595,11,1548,6301,8.74846363,5320,8.579228582,750,6.620073207,1351,7.208600338,290,5.669880923,15,285,955,6.86171134,7,3,899,1497,0.254,0.362,0.475,-0.744440475,0.837,116,4.753590191,2526,7.834392303,117,29,0,0,53,53,2000,0,1,0,0,0,0,0,1,0,1,0,1977,1,10,4,0,0,0,1,3,25,55,17,12,1,4,9,0,2,65,0,16,0,0,0.218181818,0.338461538,0.454545455,0.793006993,1,1,0,0,0,104481193.6,18.46451765,1,16.09656268
2003,1,32,143,4.96284463,20449,586,6.37331979,523,83,142,31,4,24,71,22,11,56,97,0.271510516,0.343003413,0.48374761,0.826751023,113.7730139,253,64009,9,3,0,0,4,6,10,2,3,0,-6,8,0.8,0.64,21,28,2.8,0.663209224,7.84,16.44464677,2.8,-0.6,28,1,0,0,405,164025,6.003887067,87,5.772027972,108.4615385,0.290640394,0.269090909,0.337293706,0.431608392,0.768902098,0.560762238,10.2,1,0.805486284,0.340344168,0.212237094,22.95652174,0.040955631,0.16552901,0.09556314,0.100682594,0.692832765,0.2,625,390625,6.43775165,0,1.012377622,1.2,-1.3,-7.1,-0.7,1.001568,2.746596558,11,1450,6067,8.710619528,5539,8.619569258,882,6.782192056,1527,7.331060305,303,5.713732806,48,264,828,6.719013154,229,88,450,1064,0.276,0.333,0.491,-0.711311151,0.823,115,4.744932128,2718,7.907651595,86,40,2,4,36,47,1993,0,-0.2,0,0,0,0,0,1,1,0,0,1971,2,3,0,0,0,3,0,0,9,32,10,7,3,1,3,0,0,38,0,7,0,0,0.21875,0.342105263,0.28125,0.623355263,1,1,1,1,0,100054090.4,18.4212215,1,16.6349756
2004,1,33,34,3.526360525,1156,147,4.990432587,133,10,32,9,0,3,15,0,3,13,31,0.240601504,0.31292517,0.37593985,0.68886502,79.12491531,50,2500,2,1,0,0,0,0,-5,-2,0,2,-1,-6,-0.6,0.36,4,-2,-0.2,-0.903970769,0.04,0.818730753,-0.4,0.1,-4,0,1,0,106,11236,4.663439094,16,4.317647059,109.2941176,0.292929293,0.267764706,0.338588235,0.433588235,0.772176471,0.417117647,-4.1,-0.4,0.575471698,0.210526316,0.135338346,0,0.020408163,0.210884354,0.088435374,0.081632653,0.673469388,0.233984962,151,22801,5.017279837,-1.2,1.058823529,-0.6,-0.5,-4.3,-0.4,0.982384106,0,12,1484,6214,8.73456009,5672,8.643297068,892,6.793466133,1559,7.351799869,312,5.743003188,48,267,843,6.736966958,229,91,463,1095,0.275,0.332,0.488,-0.717439873,0.82,115,4.744932128,2768,7.925880317,88,41,2,4,36,47,1993,1,-0.3,0,0,0,0,0,1,1,0,0,1971,2,3,0,0,0,3,0,0,9,32,10,7,3,1,3,0,0,38,0,7,0,0,0.21875,0.342105263,0.28125,0.623355263,5,0,0,0,0,109130102.6,18.50805133,1,14.18719443
2000,0,33,126,4.836281907,15876,517,6.248042875,454,82,161,28,2,30,114,3,3,52,45,0.354625551,0.415860735,0.623348018,1.039208753,151.0273094,283,80089,21,2,0,0,9,4,37,-2,-4,-13,-5,13,1.1,1.21,16,29,2.6,0.558730558,6.76,13.46373804,3.9,-1.8,42,1,0,0,326,106276,5.786897381,112,9.2,122,0.337628866,0.281,0.36,0.46,0.82,0.73,37.1,3.3,1.063091483,0.383259912,0.268722467,5.454545455,0.058027079,0.087040619,0.100580271,0.116054159,0.750483559,0.29,533,284089,6.278521424,2.9,1.08,3.8,-1.1,39.3,3.4,1,1.27,9,1045,4203,8.343553835,3725,8.222822131,617,6.424869024,1127,7.027314514,229,5.433722004,28,175,726,6.587550015,76,32,389,521,0.303,0.369,0.52,-0.653926467,0.889,131,4.875197323,1937,7.568895663,94,30,9,81,50,56,1992,0,2.9,0,0,0,0,0,1,0,0,0,1967,4,4,3,1,0,0,1,3,29,73,19,16,1,7,15,0,3,77,0,14,1,0,0.219178082,0.25974026,0.397260274,0.657000534,4,0,0,0,0,69394167.18,18.05531338,0,15.79868612
2001,1,34,136,4.912654886,18496,581,6.364750757,513,79,170,31,1,27,108,5,1,57,57,0.331384016,0.395869191,0.553606238,0.949475429,136.5063435,284,80656,18,3,0,0,8,14,26,-1,-2,-4,-6,13,1.2,1.44,18,31,2.9,0.715448557,8.41,18.17414537,3.4,-1.1,35,1,0,0,370,136900,5.913503006,110,7.9,117,0.327231121,0.275,0.348,0.451,0.799,0.698,29.7,2.8,0.961325967,0.341130604,0.222222222,8.4375,0.046471601,0.098106713,0.098106713,0.101549053,0.752151463,0.28,594,352836,6.386879319,3.4,1.07,3.5,-0.3,35.1,3.2,1.02,2.32,10,1181,4784,8.473032296,4238,8.351846739,696,6.54534966,1297,7.167809184,260,5.560681631,29,202,834,6.726233402,81,33,446,578,0.306,0.372,0.524,-0.646263595,0.896,132,4.882801923,2221,7.705712824,112,33,9,81,58,70,1992,0,0.2,0,0,0,0,0,1,1,0,1,1967,4,4,3,1,0,0,1,3,29,73,19,16,1,7,15,0,3,77,0,14,1,0,0.219178082,0.25974026,0.397260274,0.657000534,1,1,0,0,0,84244836.23,18.24923783,1,15.76651793
2003,1,44,103,4.634728988,10609,223,5.407171771,197,28,58,12,2,5,31,0,1,25,43,0.294416244,0.372197309,0.45177665,0.823973959,113.1660314,89,7921,8,0,0,0,1,5,4,0,-1,-4,-2,-3,-0.4,0.16,7,4,0.3,-0.642774104,0.09,1.349858808,0.7,-0.7,8,0,1,0,149,22201,5.003946306,31,5.6,110,0.353333333,0.27,0.342,0.433,0.775,0.556,4.2,0.4,0.763513514,0.279187817,0.157360406,0,0.022421525,0.192825112,0.112107623,0.085201794,0.67264574,0.22,228,51984,5.429345629,0.6,0.94,0.3,0.4,8.9,0.8,0.98,1.13,19,2144,8820,9.084777149,7869,8.970686269,1196,7.086737935,2358,7.765569081,364,5.897153868,50,155,1053,6.959398512,265,103,827,1144,0.3,0.366,0.418,-0.872273846,0.783,112,4.718498871,3287,8.097730574,279,35,17,289,72,59,1985,0,1.1,0,0,0,0,0,1,1,0,0,1959,0,3,2,0,0,0,0,1,22,73,17,16,3,8,5,1,1,77,0,12,1,1,0.219178082,0.246753247,0.301369863,0.54812311,1,1,0,0,0,134504482.4,18.71710808,0,13.55920062
1999,1,33,153,5.030437921,23409,643,6.466144724,550,104,135,20,2,45,118,15,2,85,137,0.245454545,0.34681182,0.534545455,0.881357274,116.4813491,294,86436,9,3,0,0,5,3,14,2,0,6,-6,16,1.4,1.96,20,36,3.3,0.92440589,10.89,27.11263892,2.8,-0.1,30,1,0,0,431,185761,6.06610809,108,6.7,118,0.241286863,0.279,0.355,0.45,0.805,0.606,11.6,1.1,0.927230047,0.467272727,0.289090909,22.5,0.069984448,0.213063764,0.132192846,0.104199067,0.580093313,0.16,663,439569,6.49677499,1.3,1.06,2.2,-1,26.9,2.4,0.94,2.41,11,1377,5620,8.634086943,4869,8.490643856,824,6.71417053,1197,7.087573706,219,5.38907173,20,292,882,6.782192056,99,51,665,1160,0.246,0.337,0.479,-0.736054682,0.816,116,4.753590191,2332,7.754481547,76,29,11,121,46,43,1989,0,3.2,0,0,0,0,0,1,1,0,1,1966,1,2,3,0,0,0,0,2,19,41,14,9,2,6,5,1,1,44,0,8,0,1,0.219512195,0.25,0.463414634,0.713414634,2,0,0,0,0,53162445,17.78886278,1,15.89620038
2007,1,31,135,4.905274778,18225,615,6.421622268,548,91,165,19,5,1,38,19,6,53,45,0.301094891,0.361525705,0.359489051,0.721014756,93.38703861,197,38809,5,0,12,144,2,0,1,7,3,-4,3,10,1,1,21,31,2.9,0.715448557,8.41,18.17414537,3.3,-0.1,34,1,0,0,408,166464,6.011267174,77,5.059259259,105.2222222,0.325396825,0.266851852,0.334962963,0.420666667,0.75562963,0.498481481,-4,-0.4,0.66751269,0.178832117,0.058394161,1.9,0.001626016,0.073170732,0.086178862,0.040650407,0.819512195,0.137262774,655,429025,6.484635236,1.5,0.941111111,0.6,1,11.9,1.1,0.923770992,0,12,1405,6233,8.737613037,5479,8.608677882,850,6.745236349,1611,7.384610383,171,5.141663557,53,24,358,5.880532986,325,131,642,732,0.294,0.368,0.358,-1.027222293,0.726,94,4.543294782,1960,7.580699752,86,9,86,7396,17,7,1996,1,-0.4,0,0,0,0,0,1,1,0,1,1976,4,11,0,0,0,0,1,3,22,82,20,18,1,6,4,2,0,95,2,15,3,0,0.219512195,0.311827957,0.268292683,0.58012064,2,0,0,0,0,129405157.5,18.6784588,0,15.70180584
